record_order,company_name,website,municipality,employees_latest,operating_revenue_latest_k_eur,operating_revenue_previous_k_eur,ebitda_latest_k_eur,ebitda_previous_k_eur,shareholder_name,company_name_normalized,legal_status,has_adverse_legal_status,company_match_key,potential_duplicate,potential_duplicate_count,revenue_growth,revenue_change_k_eur,ebitda_margin,ebitda_change_k_eur,revenue_per_employee_k_eur,ebitda_per_employee_k_eur,has_negative_latest_revenue,has_zero_latest_revenue,has_negative_latest_ebitda,has_revenue_decline,has_extreme_ebitda_margin,has_incomplete_financial_data,data_quality_issue_count,business_risk_signal_count,has_data_quality_issue,has_business_risk_signal,data_quality_status,analytical_eligibility,data_quality_reasons,business_risk_reasons
58,SYNTHETIC VECTORLINE TECHNOLOGIES 058 SL,https://synthetic-company-058.example,ALMASSORA,6,484.624514,398.264916,-63.37016,-14.981738,SYNTHETIC HOLDING 11 SL,SYNTHETIC VECTORLINE TECHNOLOGIES 058 SL,no_adverse_marker,False,SYNTHETIC VECTORLINE TECHNOLOGIES 058 SL,False,1,0.2168395822,86.359598,-0.1307613589,-48.388422,80.77075233,-10.56169333,False,False,True,False,False,False,0,1,False,True,clean,eligible,,negative_latest_ebitda
59,SYNTHETIC BRIGHTMILL TECHNOLOGIES 059 SL,https://synthetic-company-059.example,ONDA,16,3853.237889,4006.602647,760.073086,574.829219,SYNTHETIC HOLDING 12 SL,SYNTHETIC BRIGHTMILL TECHNOLOGIES 059 SL,no_adverse_marker,False,SYNTHETIC BRIGHTMILL TECHNOLOGIES 059 SL,False,1,-0.03827800546,-153.364758,0.1972556867,185.243867,240.8273681,47.50456787,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
60,SYNTHETIC AURORA TECHNOLOGIES 060 SL,https://synthetic-company-060.example,NULES,15,2484.870729,2801.938718,-136.454949,109.960976,SYNTHETIC HOLDING 01 SL,SYNTHETIC AURORA TECHNOLOGIES 060 SL,no_adverse_marker,False,SYNTHETIC AURORA TECHNOLOGIES 060 SL,False,1,-0.1131602154,-317.067989,-0.05491430496,-246.415925,165.6580486,-9.0969966,False,False,True,True,False,False,0,2,False,True,clean,eligible,,negative_latest_ebitda|revenue_decline
61,SYNTHETIC NORTHSTAR OPERATIONS 061 SL,https://synthetic-company-061.example,VINAROS,43,6421.613693,6149.295286,-779.161917,-776.101765,,SYNTHETIC NORTHSTAR OPERATIONS 061 SL,no_adverse_marker,False,SYNTHETIC NORTHSTAR OPERATIONS 061 SL,False,1,0.04428449023,272.318407,-0.1213342867,-3.060152,149.3398533,-18.12004458,False,False,True,False,False,False,0,1,False,True,clean,eligible,,negative_latest_ebitda
62,SYNTHETIC BLUEHAVEN OPERATIONS 062 SL,https://synthetic-company-062.example,NULES,30,4304.491451,3369.330435,926.208164,709.541345,SYNTHETIC HOLDING 03 SL,SYNTHETIC BLUEHAVEN OPERATIONS 062 SL,no_adverse_marker,False,SYNTHETIC BLUEHAVEN OPERATIONS 062 SL,False,1,0.2775509954,935.161016,0.2151724947,216.666819,143.4830484,30.87360547,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
63,SYNTHETIC SOLARIDGE OPERATIONS 063 SL,https://synthetic-company-063.example,VINAROS,11,1101.509351,1441.061587,82.869336,99.053854,,SYNTHETIC SOLARIDGE OPERATIONS 063 SL,no_adverse_marker,False,SYNTHETIC SOLARIDGE OPERATIONS 063 SL,False,1,-0.235626457,-339.552236,0.07523253064,-16.184518,100.1372137,7.533576,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
64,SYNTHETIC IRONVALE OPERATIONS 064 SL,https://synthetic-company-064.example,L'ALCORA,19,3613.788524,3102.921175,-365.360958,-266.29371,,SYNTHETIC IRONVALE OPERATIONS 064 SL,no_adverse_marker,False,SYNTHETIC IRONVALE OPERATIONS 064 SL,False,1,0.1646407756,510.867349,-0.1011019199,-99.067248,190.199396,-19.22952411,False,False,True,False,False,False,0,1,False,True,clean,eligible,,negative_latest_ebitda
65,SYNTHETIC RIVERSTONE OPERATIONS 065 SL,,ONDA,87,11495.24558,10719.45632,1536.411774,1066.604629,,SYNTHETIC RIVERSTONE OPERATIONS 065 SL,no_adverse_marker,False,SYNTHETIC RIVERSTONE OPERATIONS 065 SL,False,1,0.07237207196,775.789264,0.133656281,469.807145,132.1292596,17.65990545,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
66,SYNTHETIC NOVACORE OPERATIONS 066 SL (EN LIQUIDACION),https://synthetic-company-066.example,VINAROS,12,1626.856929,2200.710627,-2.245767,-33.016387,SYNTHETIC HOLDING 07 SL,SYNTHETIC NOVACORE OPERATIONS 066 SL EN LIQUIDACION,in_liquidation,True,SYNTHETIC NOVACORE OPERATIONS 066 SL,False,1,-0.2607583618,-573.853698,-0.001380433005,30.77062,135.5714108,-0.18714725,False,False,True,True,False,False,0,3,False,True,clean,eligible,,adverse_legal_status|negative_latest_ebitda|revenue_decline
67,SYNTHETIC GREENFORGE OPERATIONS 067 SL,,BENICARLO,14,1098.697323,1238.820907,154.080868,242.986016,,SYNTHETIC GREENFORGE OPERATIONS 067 SL,no_adverse_marker,False,SYNTHETIC GREENFORGE OPERATIONS 067 SL,False,1,-0.1131104449,-140.123584,0.1402395954,-88.905148,78.47838021,11.00577629,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
68,SYNTHETIC CLEARPATH OPERATIONS 068 SL,https://synthetic-company-068.example,ONDA,5,1036.165915,1201.666544,-126.351208,-246.731825,SYNTHETIC HOLDING 09 SL,SYNTHETIC CLEARPATH OPERATIONS 068 SL,no_adverse_marker,False,SYNTHETIC CLEARPATH OPERATIONS 068 SL,False,1,-0.1377259189,-165.500629,-0.1219410967,120.380617,207.233183,-25.2702416,False,False,True,True,False,False,0,2,False,True,clean,eligible,,negative_latest_ebitda|revenue_decline
69,SYNTHETIC PRIMEFIELD OPERATIONS 069 SL,https://synthetic-company-069.example,L'ALCORA,25,2153.385841,2133.054506,468.410894,325.364089,,SYNTHETIC PRIMEFIELD OPERATIONS 069 SL,no_adverse_marker,False,SYNTHETIC PRIMEFIELD OPERATIONS 069 SL,False,1,0.009531559059,20.331335,0.2175229748,143.046805,86.13543364,18.73643576,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
70,SYNTHETIC VECTORLINE OPERATIONS 070 SL,,L'ALCORA,6,1496.283613,1260.281712,408.110713,411.26062,,SYNTHETIC VECTORLINE OPERATIONS 070 SL,no_adverse_marker,False,SYNTHETIC VECTORLINE OPERATIONS 070 SL,False,1,0.187261228,236.001901,0.2727495706,-3.149907,249.3806022,68.01845217,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
71,SYNTHETIC BRIGHTMILL OPERATIONS 071 SL,https://synthetic-company-071.example,BENICARLO,7,870.530779,843.131489,231.217333,219.017042,SYNTHETIC HOLDING 12 SL,SYNTHETIC BRIGHTMILL OPERATIONS 071 SL,no_adverse_marker,False,SYNTHETIC BRIGHTMILL OPERATIONS 071 SL,False,1,0.03249705456,27.39929,0.2656050063,12.200291,124.3615399,33.03104757,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
72,SYNTHETIC AURORA OPERATIONS 072 SL,https://synthetic-company-072.example,VINAROS,66,14039.05887,12008.41994,889.453409,606.469204,SYNTHETIC HOLDING 01 SL,SYNTHETIC AURORA OPERATIONS 072 SL,no_adverse_marker,False,SYNTHETIC AURORA OPERATIONS 072 SL,False,1,0.1691012583,2030.638923,0.06335562928,282.984205,212.7130131,13.4765668,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
73,SYNTHETIC NORTHSTAR MANUFACTURING 073 SL,,L'ALCORA,115,24806.82075,20299.74714,3746.741511,504.471055,SYNTHETIC HOLDING 02 SL,SYNTHETIC NORTHSTAR MANUFACTURING 073 SL,no_adverse_marker,False,SYNTHETIC NORTHSTAR MANUFACTURING 073 SL,False,1,0.2220260961,4507.073609,0.1510367471,3242.270456,215.7114848,32.58036097,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
74,SYNTHETIC BLUEHAVEN MANUFACTURING 074 SL,,NULES,9,1656.043596,1115.031392,265.550293,207.993345,,SYNTHETIC BLUEHAVEN MANUFACTURING 074 SL,no_adverse_marker,False,SYNTHETIC BLUEHAVEN MANUFACTURING 074 SL,False,1,0.4851990786,541.012204,0.1603522357,57.556948,184.004844,29.50558811,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
75,SYNTHETIC SOLARIDGE MANUFACTURING 075 SL (EXTINGUIDA),,VINAROS,11,1671.496568,2069.529752,343.433907,274.770146,SYNTHETIC HOLDING 04 SL,SYNTHETIC SOLARIDGE MANUFACTURING 075 SL EXTINGUIDA,extinct,True,SYNTHETIC SOLARIDGE MANUFACTURING 075 SL,False,1,-0.1923302545,-398.033184,0.205464919,68.663761,151.9542335,31.22126427,False,False,False,True,False,False,0,2,False,True,clean,eligible,,adverse_legal_status|revenue_decline
76,SYNTHETIC IRONVALE MANUFACTURING 076 SL,https://synthetic-company-076.example,ONDA,40,6863.697989,7731.435249,98.81778,-231.007665,SYNTHETIC HOLDING 05 SL,SYNTHETIC IRONVALE MANUFACTURING 076 SL,no_adverse_marker,False,SYNTHETIC IRONVALE MANUFACTURING 076 SL,False,1,-0.1122349515,-867.73726,0.01439716318,329.825445,171.5924497,2.4704445,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
77,SYNTHETIC RIVERSTONE MANUFACTURING 077 SL,https://synthetic-company-077.example,ALMASSORA,37,3290.833972,2966.072456,241.49394,116.760012,SYNTHETIC HOLDING 06 SL,SYNTHETIC RIVERSTONE MANUFACTURING 077 SL,no_adverse_marker,False,SYNTHETIC RIVERSTONE MANUFACTURING 077 SL,False,1,0.1094921047,324.761516,0.07338381154,124.733928,88.9414587,6.526863243,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
78,SYNTHETIC NOVACORE MANUFACTURING 078 SL,https://synthetic-company-078.example,ALMASSORA,8,568.999546,561.364243,148.277076,122.71113,SYNTHETIC HOLDING 07 SL,SYNTHETIC NOVACORE MANUFACTURING 078 SL,no_adverse_marker,False,SYNTHETIC NOVACORE MANUFACTURING 078 SL,False,1,0.01360133478,7.635303,0.2605926086,25.565946,71.12494325,18.5346345,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
79,SYNTHETIC GREENFORGE MANUFACTURING 079 SL,https://synthetic-company-079.example,BENICARLO,24,1637.546251,1641.480847,3.015327,43.770825,SYNTHETIC HOLDING 08 SL,SYNTHETIC GREENFORGE MANUFACTURING 079 SL,no_adverse_marker,False,SYNTHETIC GREENFORGE MANUFACTURING 079 SL,False,1,-0.002396979537,-3.934596,0.001841369059,-40.755498,68.23109379,0.125638625,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
80,SYNTHETIC CLEARPATH MANUFACTURING 080 SL,https://synthetic-company-080.example,CASTELLO DE LA PLANA,34,2297.619598,2592.737954,548.112972,545.68024,SYNTHETIC HOLDING 09 SL,SYNTHETIC CLEARPATH MANUFACTURING 080 SL,no_adverse_marker,False,SYNTHETIC CLEARPATH MANUFACTURING 080 SL,False,1,-0.1138249839,-295.118356,0.238556884,2.432732,67.577047,16.12096976,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
81,SYNTHETIC PRIMEFIELD MANUFACTURING 081 SL,,NULES,44,5716.664192,6116.310735,582.294436,327.911097,SYNTHETIC HOLDING 10 SL,SYNTHETIC PRIMEFIELD MANUFACTURING 081 SL,no_adverse_marker,False,SYNTHETIC PRIMEFIELD MANUFACTURING 081 SL,False,1,-0.06534111171,-399.646543,0.1018591291,254.383339,129.9241862,13.23396445,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
82,SYNTHETIC VECTORLINE MANUFACTURING 082 SL,https://synthetic-company-082.example,ALMASSORA,16,1562.594223,1635.228591,133.646228,40.759804,,SYNTHETIC VECTORLINE MANUFACTURING 082 SL,no_adverse_marker,False,SYNTHETIC VECTORLINE MANUFACTURING 082 SL,False,1,-0.04441847972,-72.634368,0.08552842832,92.886424,97.66213894,8.35288925,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
83,SYNTHETIC BRIGHTMILL MANUFACTURING 083 SL,https://synthetic-company-083.example,VILA-REAL,55,4149.885201,4040.57981,1165.470344,1066.667107,SYNTHETIC HOLDING 12 SL,SYNTHETIC BRIGHTMILL MANUFACTURING 083 SL,no_adverse_marker,False,SYNTHETIC BRIGHTMILL MANUFACTURING 083 SL,False,1,0.02705190743,109.305391,0.2808439963,98.803237,75.4524582,21.19036989,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
84,SYNTHETIC AURORA MANUFACTURING 084 SL,,ONDA,10,1038.353394,1115.459333,223.866974,124.939732,SYNTHETIC HOLDING 01 SL,SYNTHETIC AURORA MANUFACTURING 084 SL,no_adverse_marker,False,SYNTHETIC AURORA MANUFACTURING 084 SL,False,1,-0.069124832,-77.105939,0.2155980568,98.927242,103.8353394,22.3866974,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
85,SYNTHETIC NORTHSTAR LOGISTICS 085 SL,,NULES,21,2561.496403,2276.908354,599.707828,406.648143,SYNTHETIC HOLDING 02 SL,SYNTHETIC NORTHSTAR LOGISTICS 085 SL,no_adverse_marker,False,SYNTHETIC NORTHSTAR LOGISTICS 085 SL,False,1,0.1249888027,284.588049,0.2341240172,193.059685,121.9760192,28.55751562,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
86,SYNTHETIC BLUEHAVEN LOGISTICS 086 SL,https://synthetic-company-086.example,NULES,65,6202.505114,6954.247517,668.513333,269.092727,SYNTHETIC HOLDING 03 SL,SYNTHETIC BLUEHAVEN LOGISTICS 086 SL,no_adverse_marker,False,SYNTHETIC BLUEHAVEN LOGISTICS 086 SL,False,1,-0.1080983099,-751.742403,0.1077811821,399.420606,95.4231556,10.28482051,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
87,SYNTHETIC SOLARIDGE LOGISTICS 087 SL,https://synthetic-company-087.example,NULES,23,2853.802076,2520.623392,507.477295,195.370325,SYNTHETIC HOLDING 04 SL,SYNTHETIC SOLARIDGE LOGISTICS 087 SL,no_adverse_marker,False,SYNTHETIC SOLARIDGE LOGISTICS 087 SL,False,1,0.1321810648,333.178684,0.1778249793,312.10697,124.0783511,22.06423022,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
88,SYNTHETIC IRONVALE LOGISTICS 088 SL,https://synthetic-company-088.example,L'ALCORA,46,5831.738901,4804.527489,462.864956,353.342395,SYNTHETIC HOLDING 05 SL,SYNTHETIC IRONVALE LOGISTICS 088 SL,no_adverse_marker,False,SYNTHETIC IRONVALE LOGISTICS 088 SL,False,1,0.2138007149,1027.211412,0.07936997247,109.522561,126.7769326,10.06228165,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
89,SYNTHETIC RIVERSTONE LOGISTICS 089 SL,https://synthetic-company-089.example,ONDA,18,2654.154828,1935.778923,-77.236771,46.388592,SYNTHETIC HOLDING 06 SL,SYNTHETIC RIVERSTONE LOGISTICS 089 SL,no_adverse_marker,False,SYNTHETIC RIVERSTONE LOGISTICS 089 SL,False,1,0.3711043118,718.375905,-0.02910032609,-123.625363,147.453046,-4.290931722,False,False,True,False,False,False,0,1,False,True,clean,eligible,,negative_latest_ebitda
90,SYNTHETIC NOVACORE LOGISTICS 090 SL,,VINAROS,6,891.755347,951.005203,167.420818,69.985365,,SYNTHETIC NOVACORE LOGISTICS 090 SL,no_adverse_marker,False,SYNTHETIC NOVACORE LOGISTICS 090 SL,False,1,-0.06230234684,-59.249856,0.1877429931,97.435453,148.6258912,27.90346967,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
91,SYNTHETIC GREENFORGE LOGISTICS 091 SL,https://synthetic-company-091.example,ALMASSORA,5,808.554966,678.854089,148.45714,124.788749,SYNTHETIC HOLDING 08 SL,SYNTHETIC GREENFORGE LOGISTICS 091 SL,no_adverse_marker,False,SYNTHETIC GREENFORGE LOGISTICS 091 SL,False,1,0.1910585487,129.700877,0.183607975,23.668391,161.7109932,29.691428,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
92,SYNTHETIC CLEARPATH LOGISTICS 092 SL,https://synthetic-company-092.example,ONDA,15,4343.170074,3804.933595,195.44311,465.556595,SYNTHETIC HOLDING 09 SL,SYNTHETIC CLEARPATH LOGISTICS 092 SL,no_adverse_marker,False,SYNTHETIC CLEARPATH LOGISTICS 092 SL,False,1,0.1414575223,538.236479,0.04500010515,-270.113485,289.5446716,13.02954067,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
93,SYNTHETIC PRIMEFIELD LOGISTICS 093 SL,https://synthetic-company-093.example,ONDA,23,2542.693002,3315.156125,233.130352,208.860016,,SYNTHETIC PRIMEFIELD LOGISTICS 093 SL,no_adverse_marker,False,SYNTHETIC PRIMEFIELD LOGISTICS 093 SL,False,1,-0.233009576,-772.463123,0.09168639384,24.270336,110.5518697,10.13610226,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
94,SYNTHETIC VECTORLINE LOGISTICS 094 SL,https://synthetic-company-094.example,ONDA,111,30615.70425,28335.50298,324.98279,1421.306127,,SYNTHETIC VECTORLINE LOGISTICS 094 SL,no_adverse_marker,False,SYNTHETIC VECTORLINE LOGISTICS 094 SL,False,1,0.08047152974,2280.201271,0.01061490493,-1096.323337,275.8171554,2.927772883,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
95,SYNTHETIC BRIGHTMILL LOGISTICS 095 SL,https://synthetic-company-095.example,ALMASSORA,22,2797.53388,3113.382069,15.39533,-101.630402,,SYNTHETIC BRIGHTMILL LOGISTICS 095 SL,no_adverse_marker,False,SYNTHETIC BRIGHTMILL LOGISTICS 095 SL,False,1,-0.1014485797,-315.848189,0.005503179107,117.025732,127.1606309,0.6997877273,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
96,SYNTHETIC AURORA LOGISTICS 096 SL,https://synthetic-company-096.example,ALMASSORA,28,2703.848695,2217.462316,407.753408,274.048826,,SYNTHETIC AURORA LOGISTICS 096 SL,no_adverse_marker,False,SYNTHETIC AURORA LOGISTICS 096 SL,False,1,0.2193436955,486.386379,0.1508048171,133.704582,96.56602482,14.56262171,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
97,SYNTHETIC NORTHSTAR INDUSTRIES 097 SL,,VINAROS,47,6304.272193,5810.712342,-1133.766058,-845.547552,,SYNTHETIC NORTHSTAR INDUSTRIES 097 SL,no_adverse_marker,False,SYNTHETIC NORTHSTAR INDUSTRIES 097 SL,False,1,0.08493964629,493.559851,-0.1798409116,-288.218506,134.1334509,-24.12268209,False,False,True,False,False,False,0,1,False,True,clean,eligible,,negative_latest_ebitda
98,SYNTHETIC BLUEHAVEN INDUSTRIES 098 SL,https://synthetic-company-098.example,CASTELLO DE LA PLANA,19,3130.392939,2515.046012,390.022339,-23.416031,SYNTHETIC HOLDING 03 SL,SYNTHETIC BLUEHAVEN INDUSTRIES 098 SL,no_adverse_marker,False,SYNTHETIC BLUEHAVEN INDUSTRIES 098 SL,False,1,0.2446662701,615.346927,0.1245921348,413.43837,164.7575231,20.52749153,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
99,SYNTHETIC SOLARIDGE INDUSTRIES 099 SL (EN LIQUIDACION),https://synthetic-company-099.example,ONDA,31,5409.184118,4470.242664,242.376242,192.870594,SYNTHETIC HOLDING 04 SL,SYNTHETIC SOLARIDGE INDUSTRIES 099 SL EN LIQUIDACION,in_liquidation,True,SYNTHETIC SOLARIDGE INDUSTRIES 099 SL,False,1,0.2100426139,938.941454,0.04480828101,49.505648,174.4898103,7.818588452,False,False,False,False,False,False,0,1,False,True,clean,eligible,,adverse_legal_status
100,SYNTHETIC IRONVALE INDUSTRIES 100 SL (EXTINGUIDA),https://synthetic-company-100.example,NULES,107,7118.018512,10028.09947,1136.828421,1087.498797,SYNTHETIC HOLDING 05 SL,SYNTHETIC IRONVALE INDUSTRIES 100 SL EXTINGUIDA,extinct,True,SYNTHETIC IRONVALE INDUSTRIES 100 SL,False,1,-0.2901926696,-2910.080956,0.1597113606,49.329624,66.5235375,10.62456468,False,False,False,True,False,False,0,2,False,True,clean,eligible,,adverse_legal_status|revenue_decline
101,SYNTHETIC RIVERSTONE INDUSTRIES 101 SL,https://synthetic-company-101.example,L'ALCORA,54,6786.84875,6809.008798,759.168506,853.920551,SYNTHETIC HOLDING 06 SL,SYNTHETIC RIVERSTONE INDUSTRIES 101 SL,no_adverse_marker,False,SYNTHETIC RIVERSTONE INDUSTRIES 101 SL,False,1,-0.003254518926,-22.160048,0.111858763,-94.752045,125.6823843,14.05867604,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
102,SYNTHETIC NOVACORE INDUSTRIES 102 SL,,VILA-REAL,21,2314.388584,1979.864223,120.746329,121.20133,,SYNTHETIC NOVACORE INDUSTRIES 102 SL,no_adverse_marker,False,SYNTHETIC NOVACORE INDUSTRIES 102 SL,False,1,0.168963284,334.524361,0.05217202065,-0.455001,110.2089802,5.74982519,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
103,SYNTHETIC GREENFORGE INDUSTRIES 103 SL,https://synthetic-company-103.example,NULES,30,1487.886006,2005.248735,197.166304,5.424471,SYNTHETIC HOLDING 08 SL,SYNTHETIC GREENFORGE INDUSTRIES 103 SL,no_adverse_marker,False,SYNTHETIC GREENFORGE INDUSTRIES 103 SL,False,1,-0.2580042665,-517.362729,0.1325143883,191.741833,49.5962002,6.572210133,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
104,SYNTHETIC CLEARPATH INDUSTRIES 104 SL,https://synthetic-company-104.example,BENICARLO,18,2721.03991,3266.499107,298.726011,334.803671,SYNTHETIC HOLDING 09 SL,SYNTHETIC CLEARPATH INDUSTRIES 104 SL,no_adverse_marker,False,SYNTHETIC CLEARPATH INDUSTRIES 104 SL,False,1,-0.1669858705,-545.459197,0.1097837668,-36.07766,151.1688839,16.5958895,False,False,False,True,False,False,0,1,False,True,clean,eligible,,revenue_decline
105,SYNTHETIC PRIMEFIELD INDUSTRIES 105 SL,,VILA-REAL,36,3148.783958,3011.289918,279.580236,575.45965,SYNTHETIC HOLDING 10 SL,SYNTHETIC PRIMEFIELD INDUSTRIES 105 SL,no_adverse_marker,False,SYNTHETIC PRIMEFIELD INDUSTRIES 105 SL,False,1,0.04565951594,137.49404,0.08878990738,-295.879414,87.46622106,7.766117667,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
106,SYNTHETIC VECTORLINE INDUSTRIES 106 SL,https://synthetic-company-106.example,ONDA,41,6165.934695,5738.050072,1082.190373,1168.809791,,SYNTHETIC VECTORLINE INDUSTRIES 106 SL,no_adverse_marker,False,SYNTHETIC VECTORLINE INDUSTRIES 106 SL,False,1,0.07456969138,427.884623,0.1755111636,-86.619418,150.3886511,26.39488715,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
107,SYNTHETIC BRIGHTMILL INDUSTRIES 107 SL,https://synthetic-company-107.example,NULES,60,6877.665683,7609.418675,-342.101619,-381.170019,SYNTHETIC HOLDING 12 SL,SYNTHETIC BRIGHTMILL INDUSTRIES 107 SL,no_adverse_marker,False,SYNTHETIC BRIGHTMILL INDUSTRIES 107 SL,False,1,-0.0961641123,-731.752992,-0.04974094915,39.0684,114.6277614,-5.70169365,False,False,True,True,False,False,0,2,False,True,clean,eligible,,negative_latest_ebitda|revenue_decline
108,SYNTHETIC AURORA INDUSTRIES 108 SL,https://synthetic-company-108.example,CASTELLO DE LA PLANA,45,3781.019699,3487.544155,-336.014276,58.116653,SYNTHETIC HOLDING 01 SL,SYNTHETIC AURORA INDUSTRIES 108 SL,no_adverse_marker,False,SYNTHETIC AURORA INDUSTRIES 108 SL,False,1,0.08414962821,293.475544,-0.08886869224,-394.130929,84.02265998,-7.466983911,False,False,True,False,False,False,0,1,False,True,clean,eligible,,negative_latest_ebitda
109,SYNTHETIC NORTHSTAR SYSTEMS 109 SL,https://synthetic-company-109.example,ALMASSORA,18,2377.718416,1793.46679,631.043352,408.771354,SYNTHETIC HOLDING 02 SL,SYNTHETIC NORTHSTAR SYSTEMS 109 SL,no_adverse_marker,False,SYNTHETIC NORTHSTAR SYSTEMS 109 SL,False,1,0.3257666265,584.251626,0.2653986897,222.271998,132.0954676,35.057964,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
110,SYNTHETIC BLUEHAVEN SYSTEMS 110 SL,https://synthetic-company-110.example,VILA-REAL,15,3742.798451,3741.390761,-217.50183,-36.504324,SYNTHETIC HOLDING 03 SL,SYNTHETIC BLUEHAVEN SYSTEMS 110 SL,no_adverse_marker,False,SYNTHETIC BLUEHAVEN SYSTEMS 110 SL,False,1,0.0003762477886,1.40769,-0.05811208721,-180.997506,249.5198967,-14.500122,False,False,True,False,False,False,0,1,False,True,clean,eligible,,negative_latest_ebitda
111,SYNTHETIC SOLARIDGE SYSTEMS 111 SL,,VINAROS,13,1693.646722,1698.274677,-204.284359,-12.83284,SYNTHETIC HOLDING 04 SL,SYNTHETIC SOLARIDGE SYSTEMS 111 SL,no_adverse_marker,False,SYNTHETIC SOLARIDGE SYSTEMS 111 SL,False,1,-0.002725092155,-4.627955,-0.1206180465,-191.451519,130.2805171,-15.71418146,False,False,True,True,False,False,0,2,False,True,clean,eligible,,negative_latest_ebitda|revenue_decline
112,SYNTHETIC IRONVALE SYSTEMS 112 SL,https://synthetic-company-112.example,NULES,55,7086.838361,7019.756748,76.03639,346.295112,SYNTHETIC HOLDING 05 SL,SYNTHETIC IRONVALE SYSTEMS 112 SL,no_adverse_marker,False,SYNTHETIC IRONVALE SYSTEMS 112 SL,False,1,0.009556116459,67.081613,0.01072924005,-270.258722,128.8516066,1.382479818,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
113,SYNTHETIC RIVERSTONE SYSTEMS 113 SL,https://synthetic-company-113.example,CASTELLO DE LA PLANA,16,1197.984783,1089.701101,57.41836,99.354129,SYNTHETIC HOLDING 06 SL,SYNTHETIC RIVERSTONE SYSTEMS 113 SL,no_adverse_marker,False,SYNTHETIC RIVERSTONE SYSTEMS 113 SL,False,1,0.09937007671,108.283682,0.04792912299,-41.935769,74.87404894,3.5886475,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
114,SYNTHETIC NOVACORE SYSTEMS 114 SL,,VILA-REAL,9,913.715517,854.221403,97.02769,76.951224,SYNTHETIC HOLDING 07 SL,SYNTHETIC NOVACORE SYSTEMS 114 SL,no_adverse_marker,False,SYNTHETIC NOVACORE SYSTEMS 114 SL,False,1,0.06964718256,59.494114,0.1061902618,20.076466,101.5239463,10.78085444,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
115,SYNTHETIC GREENFORGE SYSTEMS 115 SL,https://synthetic-company-115.example,BENICARLO,22,1535.311622,1325.595862,137.422475,71.996793,SYNTHETIC HOLDING 08 SL,SYNTHETIC GREENFORGE SYSTEMS 115 SL,no_adverse_marker,False,SYNTHETIC GREENFORGE SYSTEMS 115 SL,False,1,0.1582048994,209.71576,0.08950787126,65.425682,69.78689191,6.246476136,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
116,SYNTHETIC CLEARPATH SYSTEMS 116 SL,https://synthetic-company-116.example,BENICARLO,50,5213.841365,4196.206242,878.891902,551.971222,SYNTHETIC HOLDING 09 SL,SYNTHETIC CLEARPATH SYSTEMS 116 SL,no_adverse_marker,False,SYNTHETIC CLEARPATH SYSTEMS 116 SL,False,1,0.2425131331,1017.635123,0.1685689764,326.92068,104.2768273,17.57783804,False,False,False,False,False,False,0,0,False,False,clean,eligible,,
